"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","932","7.GET /todos (200) ?filter","chromium","Sun May 18 07:42:35 GMT 2025","passed","Sun May 18 07:42:36 GMT 2025","API challenge","api.spec.js","",""
"","305","26.GET /todos (200) JSON","chromium","Sun May 18 07:42:41 GMT 2025","passed","Sun May 18 07:42:42 GMT 2025","API challenge","api.spec.js","",""
"","394","2.Получить список заданий get /challenges","chromium","Sun May 18 07:42:33 GMT 2025","passed","Sun May 18 07:42:33 GMT 2025","API challenge","api.spec.js","",""
"","300","28.GET /todos (200) XML pref","chromium","Sun May 18 07:42:42 GMT 2025","passed","Sun May 18 07:42:42 GMT 2025","API challenge","api.spec.js","",""
"","9174","Кнопка ""Домой"" не возвращает пользователя на главную","chromium","Sun May 18 07:42:18 GMT 2025","passed","Sun May 18 07:42:27 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","585","36.PUT /challenger/guid CREATE","chromium","Sun May 18 07:42:49 GMT 2025","failed","Sun May 18 07:42:49 GMT 2025","API challenge","api.spec.js","",""
"","303","15.	POST /todos (400) extra","chromium","Sun May 18 07:42:38 GMT 2025","passed","Sun May 18 07:42:38 GMT 2025","API challenge","api.spec.js","",""
"","305","4.GET /todo (404)","chromium","Sun May 18 07:42:34 GMT 2025","passed","Sun May 18 07:42:34 GMT 2025","API challenge","api.spec.js","",""
"","300","5.GET /todos/{id} (200)","chromium","Sun May 18 07:42:34 GMT 2025","passed","Sun May 18 07:42:34 GMT 2025","API challenge","api.spec.js","",""
"","303","18. POST /todos/{id} (404)","chromium","Sun May 18 07:42:39 GMT 2025","passed","Sun May 18 07:42:39 GMT 2025","API challenge","api.spec.js","",""
"","296","11.	POST /todos (400) title too long","chromium","Sun May 18 07:42:37 GMT 2025","passed","Sun May 18 07:42:37 GMT 2025","API challenge","api.spec.js","",""
"","300","10.POST /todos (400) doneStatus","chromium","Sun May 18 07:42:36 GMT 2025","passed","Sun May 18 07:42:37 GMT 2025","API challenge","api.spec.js","",""
"","897","35.PUT /challenger/guid RESTORE","chromium","Sun May 18 07:42:44 GMT 2025","passed","Sun May 18 07:42:45 GMT 2025","API challenge","api.spec.js","",""
"","302","22. PUT /todos/{id} no amend id (400)","chromium","Sun May 18 07:42:40 GMT 2025","passed","Sun May 18 07:42:40 GMT 2025","API challenge","api.spec.js","",""
"","308","37.	GET /challenger/database/guid (200)","chromium","Sun May 18 07:42:51 GMT 2025","passed","Sun May 18 07:42:51 GMT 2025","API challenge","api.spec.js","",""
"","287","17. POST /todos/{id} (200)","chromium","Sun May 18 07:42:38 GMT 2025","passed","Sun May 18 07:42:39 GMT 2025","API challenge","api.spec.js","",""
"","83","39. POST /todos XML to JSON","chromium","Sun May 18 07:42:52 GMT 2025","passed","Sun May 18 07:42:52 GMT 2025","API challenge","api.spec.js","",""
"","1420","Краш при смене количества отображаемых на странице товаров","chromium","Sun May 18 07:42:11 GMT 2025","passed","Sun May 18 07:42:13 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","292","20. PUT /todos/{id} partial (200)","chromium","Sun May 18 07:42:39 GMT 2025","passed","Sun May 18 07:42:40 GMT 2025","API challenge","api.spec.js","",""
"","288","12.	POST /todos (400) description too long","chromium","Sun May 18 07:42:37 GMT 2025","passed","Sun May 18 07:42:37 GMT 2025","API challenge","api.spec.js","",""
"","304","6.GET /todos/{id} (404)","chromium","Sun May 18 07:42:34 GMT 2025","passed","Sun May 18 07:42:35 GMT 2025","API challenge","api.spec.js","",""
