"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1884","Краш при смене количества отображаемых на странице товаров","chromium","Sun May 18 08:07:37 GMT 2025","passed","Sun May 18 08:07:39 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","41","22. PUT /todos/{id} no amend id (400)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","42","33.POST /todos (415)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","3250","Едет верстка фото товара","chromium","Sun May 18 08:07:39 GMT 2025","passed","Sun May 18 08:07:43 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","75","9.POST /todos (201)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","124","35.PUT /challenger/guid RESTORE","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:05 GMT 2025","API challenge","api.spec.js","",""
"","2318","Краш при смене типа валюты","chromium","Sun May 18 08:07:43 GMT 2025","passed","Sun May 18 08:07:45 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","44","24. OPTIONS /todos (200)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","41","27.GET /todos (200) ANY","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","136","7.GET /todos (200) ?filter","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","42","40. POST /todos JSON to XML","chromium","Sun May 18 08:08:05 GMT 2025","passed","Sun May 18 08:08:05 GMT 2025","API challenge","api.spec.js","",""
"","39","19. PUT /todos/{id} full (200)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","48","26.GET /todos (200) JSON","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","42","15.	POST /todos (400) extra","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","85","23. DELETE /todos/{id} (200)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","56","4.GET /todo (404)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","45","17. POST /todos/{id} (200)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","43","32.POST /todos JSON","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","44","30.GET /todos (406)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","52","12.	POST /todos (400) description too long","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","43","21. PUT /todos/{id} no title (400)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","39","29.GET /todos (200) no accept","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","15","39. POST /todos XML to JSON","chromium","Sun May 18 08:08:05 GMT 2025","passed","Sun May 18 08:08:05 GMT 2025","API challenge","api.spec.js","",""
"","42","8.HEAD /todos (200)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","42","13.	POST /todos (201) max out content","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
