"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","84","27.GET /todos (200) ANY","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","83","32.POST /todos JSON","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","1971","Краш при смене типа валюты","chromium","Sun May 18 08:15:36 GMT 2025","passed","Sun May 18 08:15:38 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","286","7.GET /todos (200) ?filter","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:55 GMT 2025","API challenge","api.spec.js","",""
"","177","38. PUT /challenger/database/guid (Update)","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:59 GMT 2025","API challenge","api.spec.js","",""
"","84","16. PUT /todos/{id} (400)","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","85","28.GET /todos (200) XML pref","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","85","17. POST /todos/{id} (200)","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","85","31.POST /todos XML","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","89","33.POST /todos (415)","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","105","5.GET /todos/{id} (200)","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:55 GMT 2025","API challenge","api.spec.js","",""
"","11084","Кнопка ""Домой"" не возвращает пользователя на главную","chromium","Sun May 18 08:15:38 GMT 2025","passed","Sun May 18 08:15:49 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","121","20. PUT /todos/{id} partial (200)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","88","29.GET /todos (200) no accept","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","87","13.	POST /todos (201) max out content","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","85","21. PUT /todos/{id} no title (400)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","121","15.	POST /todos (400) extra","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","89","14.	POST /todos (413) content too long","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","84","19. PUT /todos/{id} full (200)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","87","12.	POST /todos (400) description too long","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","249","35.PUT /challenger/guid RESTORE","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
