"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","239","26.GET /todos (200) JSON","chromium","Sun May 18 07:55:13 GMT 2025","passed","Sun May 18 07:55:13 GMT 2025","API challenge","api.spec.js","",""
"","241","22. PUT /todos/{id} no amend id (400)","chromium","Sun May 18 07:55:12 GMT 2025","passed","Sun May 18 07:55:12 GMT 2025","API challenge","api.spec.js","",""
"","236","12.	POST /todos (400) description too long","chromium","Sun May 18 07:55:10 GMT 2025","passed","Sun May 18 07:55:10 GMT 2025","API challenge","api.spec.js","",""
"","241","9.POST /todos (201)","chromium","Sun May 18 07:55:09 GMT 2025","passed","Sun May 18 07:55:09 GMT 2025","API challenge","api.spec.js","",""
"","236","25.GET /todos (200) XML","chromium","Sun May 18 07:55:13 GMT 2025","passed","Sun May 18 07:55:13 GMT 2025","API challenge","api.spec.js","",""
"","251","3.GET /todos (200)","chromium","Sun May 18 07:55:06 GMT 2025","passed","Sun May 18 07:55:07 GMT 2025","API challenge","api.spec.js","",""
"","237","37.	GET /challenger/database/guid (200)","chromium","Sun May 18 07:55:16 GMT 2025","passed","Sun May 18 07:55:16 GMT 2025","API challenge","api.spec.js","",""
"","236","4.GET /todo (404)","chromium","Sun May 18 07:55:07 GMT 2025","passed","Sun May 18 07:55:07 GMT 2025","API challenge","api.spec.js","",""
"","237","20. PUT /todos/{id} partial (200)","chromium","Sun May 18 07:55:12 GMT 2025","passed","Sun May 18 07:55:12 GMT 2025","API challenge","api.spec.js","",""
"","1035","7.GET /todos (200) ?filter","chromium","Sun May 18 07:55:07 GMT 2025","passed","Sun May 18 07:55:09 GMT 2025","API challenge","api.spec.js","",""
"","236","29.GET /todos (200) no accept","chromium","Sun May 18 07:55:14 GMT 2025","passed","Sun May 18 07:55:14 GMT 2025","API challenge","api.spec.js","",""
"","10959","Кнопка ""Домой"" не возвращает пользователя на главную","chromium","Sun May 18 07:54:49 GMT 2025","passed","Sun May 18 07:55:00 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","475","23. DELETE /todos/{id} (200)","chromium","Sun May 18 07:55:12 GMT 2025","passed","Sun May 18 07:55:13 GMT 2025","API challenge","api.spec.js","",""
"","64","39. POST /todos XML to JSON","chromium","Sun May 18 07:55:17 GMT 2025","passed","Sun May 18 07:55:17 GMT 2025","API challenge","api.spec.js","",""
"","705","35.PUT /challenger/guid RESTORE","chromium","Sun May 18 07:55:15 GMT 2025","passed","Sun May 18 07:55:16 GMT 2025","API challenge","api.spec.js","",""
"","237","28.GET /todos (200) XML pref","chromium","Sun May 18 07:55:14 GMT 2025","passed","Sun May 18 07:55:14 GMT 2025","API challenge","api.spec.js","",""
"","237","30.GET /todos (406)","chromium","Sun May 18 07:55:14 GMT 2025","passed","Sun May 18 07:55:14 GMT 2025","API challenge","api.spec.js","",""
"","1944","Краш при смене типа валюты","chromium","Sun May 18 07:54:47 GMT 2025","passed","Sun May 18 07:54:49 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","234","40. POST /todos JSON to XML","chromium","Sun May 18 07:55:17 GMT 2025","passed","Sun May 18 07:55:17 GMT 2025","API challenge","api.spec.js","",""
"","236","16. PUT /todos/{id} (400)","chromium","Sun May 18 07:55:11 GMT 2025","passed","Sun May 18 07:55:11 GMT 2025","API challenge","api.spec.js","",""
"","241","33.POST /todos (415)","chromium","Sun May 18 07:55:15 GMT 2025","passed","Sun May 18 07:55:15 GMT 2025","API challenge","api.spec.js","",""
"","234","17. POST /todos/{id} (200)","chromium","Sun May 18 07:55:11 GMT 2025","passed","Sun May 18 07:55:11 GMT 2025","API challenge","api.spec.js","",""
"","5403","При переходе на производителя 404","chromium","Sun May 18 07:55:00 GMT 2025","passed","Sun May 18 07:55:06 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","237","27.GET /todos (200) ANY","chromium","Sun May 18 07:55:13 GMT 2025","passed","Sun May 18 07:55:14 GMT 2025","API challenge","api.spec.js","",""
"","1549","Краш при смене количества отображаемых на странице товаров","chromium","Sun May 18 07:54:42 GMT 2025","passed","Sun May 18 07:54:44 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","234","6.GET /todos/{id} (404)","chromium","Sun May 18 07:55:07 GMT 2025","passed","Sun May 18 07:55:07 GMT 2025","API challenge","api.spec.js","",""
"","237","24. OPTIONS /todos (200)","chromium","Sun May 18 07:55:13 GMT 2025","passed","Sun May 18 07:55:13 GMT 2025","API challenge","api.spec.js","",""
"","319","2.Получить список заданий get /challenges","chromium","Sun May 18 07:55:06 GMT 2025","passed","Sun May 18 07:55:06 GMT 2025","API challenge","api.spec.js","",""
"","236","31.POST /todos XML","chromium","Sun May 18 07:55:14 GMT 2025","passed","Sun May 18 07:55:15 GMT 2025","API challenge","api.spec.js","",""
"","320","14.	POST /todos (413) content too long","chromium","Sun May 18 07:55:10 GMT 2025","passed","Sun May 18 07:55:10 GMT 2025","API challenge","api.spec.js","",""
"","305","10.POST /todos (400) doneStatus","chromium","Sun May 18 07:55:09 GMT 2025","passed","Sun May 18 07:55:09 GMT 2025","API challenge","api.spec.js","",""
"","235","32.POST /todos JSON","chromium","Sun May 18 07:55:15 GMT 2025","passed","Sun May 18 07:55:15 GMT 2025","API challenge","api.spec.js","",""
"","238","15.	POST /todos (400) extra","chromium","Sun May 18 07:55:10 GMT 2025","passed","Sun May 18 07:55:11 GMT 2025","API challenge","api.spec.js","",""
"","472","38. PUT /challenger/database/guid (Update)","chromium","Sun May 18 07:55:16 GMT 2025","passed","Sun May 18 07:55:17 GMT 2025","API challenge","api.spec.js","",""
"","248","11.	POST /todos (400) title too long","chromium","Sun May 18 07:55:09 GMT 2025","passed","Sun May 18 07:55:10 GMT 2025","API challenge","api.spec.js","",""
"","237","13.	POST /todos (201) max out content","chromium","Sun May 18 07:55:10 GMT 2025","passed","Sun May 18 07:55:10 GMT 2025","API challenge","api.spec.js","",""
"","237","21. PUT /todos/{id} no title (400)","chromium","Sun May 18 07:55:12 GMT 2025","passed","Sun May 18 07:55:12 GMT 2025","API challenge","api.spec.js","",""
